id,totalprice,date_placed
2842,52.0,'2023-01-11 22:00:11.493340'
2845,35.0,'2023-01-11 18:00:11.493340'
2850,37.5,'2023-01-11 19:00:11.493340'
2856,39.5,'2023-01-11 19:30:11.493340'
2858,49.5,'2023-01-11 12:30:11.493340'
2866,52.0,'2023-01-11 17:00:11.493340'
2869,36.5,'2023-01-11 21:30:11.493340'
2876,48.5,'2023-01-11 12:30:11.493340'
2878,50.5,'2023-01-11 22:00:11.493340'
2891,57.0,'2023-01-12 11:30:11.493340'
2893,58.0,'2023-01-12 19:30:11.493340'
2899,48.0,'2023-01-12 19:00:11.493340'
2903,65.0,'2023-01-12 18:30:11.493340'
2924,67.0,'2023-01-12 11:00:11.493340'
2933,54.0,'2023-01-12 17:00:11.493340'
2934,44.5,'2023-01-12 11:30:11.493340'
2946,65.5,'2023-01-12 19:30:11.493340'
2947,65.0,'2023-01-12 22:30:11.493340'
2951,49.0,'2023-01-12 17:30:11.493340'
2958,72.5,'2023-01-13 16:00:11.493340'
2960,51.0,'2023-01-13 16:00:11.493340'
2961,60.0,'2023-01-13 14:30:11.493340'
2969,50.5,'2023-01-13 12:30:11.493340'
2976,42.5,'2023-01-13 13:30:11.493340'
2977,66.0,'2023-01-13 18:00:11.493340'
2982,68.0,'2023-01-13 16:00:11.493340'
2984,50.0,'2023-01-13 15:30:11.493340'
2989,57.0,'2023-01-13 12:30:11.493340'
2991,51.0,'2023-01-13 12:30:11.493340'
2994,54.0,'2023-01-13 20:30:11.493340'
3001,65.0,'2023-01-13 14:00:11.493340'
3003,55.0,'2023-01-13 13:00:11.493340'
3008,69.5,'2023-01-13 12:00:11.493340'
3022,50.0,'2023-01-14 17:30:11.493340'
3031,37.5,'2023-01-14 11:30:11.493340'
3035,39.5,'2023-01-14 20:30:11.493340'
3037,48.0,'2023-01-14 20:00:11.493340'
3039,50.5,'2023-01-14 13:00:11.493340'
3041,34.5,'2023-01-14 19:00:11.493340'
3043,36.5,'2023-01-14 20:30:11.493340'
3056,47.0,'2023-01-14 18:30:11.493340'
3057,33.0,'2023-01-14 17:30:11.493340'
3061,50.5,'2023-01-14 14:00:11.493340'
3072,50.0,'2023-01-15 21:00:11.493340'
3076,47.0,'2023-01-15 18:30:11.493340'
3080,50.5,'2023-01-15 21:30:11.493340'
3085,52.0,'2023-01-15 13:00:11.493340'
3087,48.5,'2023-01-15 13:30:11.493340'
3094,41.0,'2023-01-15 16:00:11.493340'
3109,50.5,'2023-01-15 21:30:11.493340'
3112,35.5,'2023-01-15 20:00:11.493340'
3120,50.0,'2023-01-15 12:30:11.493340'
3129,49.5,'2023-01-15 21:30:11.493340'
3138,48.5,'2023-01-16 16:00:11.493340'
3139,65.5,'2023-01-16 16:00:11.493340'
3145,63.5,'2023-01-16 18:30:11.493340'
3147,47.0,'2023-01-16 16:30:11.493340'
3148,58.0,'2023-01-16 21:30:11.493340'
3151,45.0,'2023-01-16 19:00:11.493340'
3154,61.5,'2023-01-16 19:30:11.493340'
3158,61.0,'2023-01-16 21:00:11.493340'
3161,47.0,'2023-01-16 13:30:11.493340'
3170,66.0,'2023-01-16 19:00:11.493340'
3171,49.0,'2023-01-16 15:30:11.493340'
3182,51.0,'2023-01-16 21:00:11.493340'
3185,50.0,'2023-01-16 18:00:11.493340'
3205,35.0,'2023-01-17 13:30:11.508999'
3210,55.0,'2023-01-17 19:00:11.508999'
3215,57.5,'2023-01-17 18:00:11.508999'
3218,54.5,'2023-01-17 12:00:11.508999'
3221,53.0,'2023-01-17 22:00:11.508999'
3231,35.0,'2023-01-17 16:30:11.508999'
3240,48.0,'2023-01-17 11:30:11.508999'
3241,37.0,'2023-01-17 22:00:11.508999'
3244,32.5,'2023-01-17 17:00:11.508999'
3250,53.5,'2023-01-17 15:30:11.508999'
3253,60.0,'2023-01-18 20:30:11.508999'
3259,63.0,'2023-01-18 12:00:11.508999'
3260,59.5,'2023-01-18 19:00:11.508999'
3275,56.5,'2023-01-18 11:00:11.508999'
3278,46.5,'2023-01-18 22:00:11.508999'
3290,52.0,'2023-01-18 21:30:11.508999'
3294,59.0,'2023-01-18 13:00:11.508999'
3296,61.5,'2023-01-18 19:00:11.508999'
3306,52.5,'2023-01-18 12:30:11.508999'
3308,68.0,'2023-01-18 18:00:11.508999'
3312,59.5,'2023-01-18 19:00:11.508999'
3334,48.0,'2023-01-19 15:30:11.508999'
3344,40.0,'2023-01-19 18:00:11.508999'
3345,50.0,'2023-01-19 19:30:11.508999'
3357,37.5,'2023-01-19 12:30:11.508999'
3360,49.0,'2023-01-19 20:30:11.508999'
3362,40.0,'2023-01-19 14:00:11.508999'
3366,51.0,'2023-01-19 19:30:11.508999'
3367,42.0,'2023-01-19 19:00:11.508999'
3374,34.0,'2023-01-20 19:30:11.508999'
3378,40.0,'2023-01-20 15:30:11.508999'
3384,37.5,'2023-01-20 13:00:11.508999'
3388,37.5,'2023-01-20 19:00:11.508999'
3391,47.5,'2023-01-20 12:30:11.508999'
3401,51.5,'2023-01-20 12:00:11.508999'
3403,38.0,'2023-01-20 16:00:11.508999'
3405,51.5,'2023-01-20 20:30:11.508999'
3407,39.5,'2023-01-20 13:00:11.508999'
3410,55.0,'2023-01-20 20:00:11.508999'
3411,48.5,'2023-01-20 15:30:11.508999'
3417,43.0,'2023-01-20 13:00:11.508999'
3420,40.5,'2023-01-20 16:00:11.508999'
3424,57.0,'2023-01-20 15:00:11.508999'
3427,34.0,'2023-01-20 16:00:11.508999'
3436,65.5,'2023-01-21 11:00:11.508999'
3437,52.0,'2023-01-21 17:00:11.508999'
3438,60.0,'2023-01-21 14:00:11.508999'
3439,59.0,'2023-01-21 17:30:11.508999'
3445,66.0,'2023-01-21 12:30:11.508999'
3457,61.5,'2023-01-21 17:00:11.508999'
3461,45.0,'2023-01-21 12:30:11.508999'
3468,44.5,'2023-01-21 18:00:11.508999'
3478,42.0,'2023-01-21 18:30:11.508999'
3482,49.0,'2023-01-21 17:30:11.508999'
3486,62.0,'2023-01-21 14:00:11.508999'
3487,46.0,'2023-01-21 18:30:11.508999'
3489,49.5,'2023-01-21 18:00:11.508999'
3507,44.5,'2023-01-22 15:30:11.508999'
3519,38.0,'2023-01-22 19:00:11.508999'
3521,35.0,'2023-01-22 17:30:11.508999'
3536,42.0,'2023-01-22 16:30:11.508999'
3545,51.5,'2023-01-22 19:00:11.508999'
3550,35.0,'2023-01-22 18:30:11.508999'
3556,38.0,'2023-01-22 21:00:11.508999'
3583,52.5,'2023-01-23 12:00:11.508999'
3591,52.5,'2023-01-23 13:00:11.508999'
3594,49.0,'2023-01-23 14:30:11.508999'
3600,45.0,'2023-01-23 14:30:11.508999'
3616,35.0,'2023-01-23 16:00:11.508999'
3618,37.0,'2023-01-23 18:00:11.508999'
3620,37.0,'2023-01-23 19:00:11.508999'
3624,52.5,'2023-01-23 17:00:11.508999'
3629,45.5,'2023-01-24 11:30:11.508999'
3633,35.0,'2023-01-24 11:30:11.508999'
3637,45.0,'2023-01-24 12:30:11.508999'
3642,32.0,'2023-01-24 13:00:11.508999'
3649,37.5,'2023-01-24 13:30:11.508999'
3650,43.0,'2023-01-24 18:00:11.508999'
3651,46.0,'2023-01-24 17:30:11.508999'
3652,50.5,'2023-01-24 22:30:11.508999'
3655,40.0,'2023-01-24 18:00:11.508999'
3656,57.5,'2023-01-24 15:30:11.508999'
3661,38.0,'2023-01-24 17:30:11.508999'
3664,34.0,'2023-01-24 22:30:11.508999'
3686,37.5,'2023-01-25 20:00:11.508999'
3689,48.0,'2023-01-25 22:00:11.508999'
3690,38.0,'2023-01-25 18:00:11.508999'
3698,40.5,'2023-01-25 21:30:11.508999'
3709,47.5,'2023-01-25 20:00:11.508999'
3710,40.0,'2023-01-25 18:30:11.508999'
3720,36.0,'2023-01-25 20:30:11.508999'
3724,38.0,'2023-01-25 19:00:11.508999'
3739,34.5,'2023-01-25 19:00:11.508999'
3742,35.5,'2023-01-25 22:00:11.508999'
3743,50.0,'2023-01-25 17:30:11.508999'
3744,37.5,'2023-01-25 20:00:11.508999'
3746,35.0,'2023-01-25 13:30:11.508999'
3753,57.5,'2023-01-26 14:30:11.508999'
3754,55.5,'2023-01-26 21:30:11.508999'
3765,63.5,'2023-01-26 11:00:11.508999'
3773,56.0,'2023-01-26 22:30:11.508999'
3778,66.5,'2023-01-26 14:30:11.508999'
3787,68.0,'2023-01-26 22:30:11.508999'
3792,62.5,'2023-01-26 20:00:11.508999'
3794,62.0,'2023-01-26 11:00:11.508999'
3800,53.5,'2023-01-26 12:00:11.508999'
3801,62.0,'2023-01-26 19:30:11.508999'
3810,55.5,'2023-01-27 16:00:11.508999'
3814,63.5,'2023-01-27 13:30:11.508999'
3819,55.5,'2023-01-27 15:30:11.508999'
3825,42.0,'2023-01-27 13:00:11.508999'
3830,47.5,'2023-01-27 20:30:11.508999'
3832,55.0,'2023-01-27 20:30:11.508999'
3834,65.5,'2023-01-27 12:00:11.508999'
3840,59.0,'2023-01-27 13:00:11.508999'
3849,67.0,'2023-01-27 16:30:11.508999'
3852,48.0,'2023-01-27 15:00:11.508999'
3856,59.5,'2023-01-27 16:00:11.508999'
3857,44.0,'2023-01-27 16:30:11.508999'
3873,63.0,'2023-01-28 17:30:11.508999'
3875,45.0,'2023-01-28 13:30:11.508999'
3876,57.0,'2023-01-28 17:00:11.508999'
3885,50.5,'2023-01-28 18:00:11.508999'
3888,53.0,'2023-01-28 13:30:11.508999'
3890,59.5,'2023-01-28 21:30:11.508999'
3895,49.5,'2023-01-28 18:30:11.508999'
3905,62.5,'2023-01-28 20:00:11.508999'
3908,65.0,'2023-01-28 19:00:11.508999'
3916,65.0,'2023-01-28 17:30:11.508999'
3920,67.5,'2023-01-28 13:00:11.508999'
3924,49.5,'2023-01-28 16:30:11.508999'
3926,55.5,'2023-01-28 12:30:11.508999'
3927,67.5,'2023-01-28 14:00:11.508999'
3934,66.5,'2023-01-29 15:30:11.508999'
3937,62.5,'2023-01-29 14:30:11.508999'
3939,60.0,'2023-01-29 14:30:11.508999'
3943,47.0,'2023-01-29 19:30:11.508999'
3945,50.5,'2023-01-29 16:30:11.508999'
3957,47.0,'2023-01-29 20:30:11.508999'
3972,48.0,'2023-01-29 12:00:11.508999'
3975,48.0,'2023-01-29 20:00:11.508999'
3995,37.5,'2023-01-30 16:30:11.508999'
4004,50.5,'2023-01-30 13:00:11.508999'
4036,48.5,'2023-01-30 21:30:11.508999'
4040,47.5,'2023-01-30 21:00:11.508999'
4041,37.0,'2023-01-30 20:00:11.508999'
4042,50.5,'2023-01-30 19:30:11.508999'
4043,53.5,'2023-01-31 22:00:11.508999'
4045,48.0,'2023-01-31 13:00:11.508999'
4053,61.5,'2023-01-31 22:00:11.508999'
4060,59.0,'2023-01-31 18:00:11.508999'
4061,57.5,'2023-01-31 22:00:11.508999'
4064,47.5,'2023-01-31 15:00:11.508999'
4066,49.5,'2023-01-31 22:30:11.508999'
4071,54.5,'2023-01-31 14:00:11.508999'
4072,63.0,'2023-01-31 18:00:11.508999'
4073,44.5,'2023-01-31 12:00:11.508999'
4084,67.0,'2023-01-31 17:00:11.508999'
4095,47.5,'2023-01-31 15:00:11.508999'
4105,61.0,'2023-01-31 16:30:11.508999'
4113,64.0,'2023-01-31 19:00:11.524621'
4122,62.0,'2023-02-01 14:30:11.524621'
4125,58.0,'2023-02-01 15:00:11.524621'
4126,53.0,'2023-02-01 18:30:11.524621'
4127,60.0,'2023-02-01 12:00:11.524621'
4130,60.5,'2023-02-01 11:30:11.524621'
4136,65.5,'2023-02-01 17:30:11.524621'
4150,50.0,'2023-02-01 19:00:11.524621'
4157,46.5,'2023-02-01 15:00:11.524621'
4161,61.0,'2023-02-01 17:30:11.524621'
4166,56.0,'2023-02-01 19:00:11.524621'
4167,59.5,'2023-02-01 15:30:11.524621'
4168,47.5,'2023-02-01 13:30:11.524621'
4180,52.5,'2023-02-02 14:30:11.524621'
4183,50.5,'2023-02-02 11:30:11.524621'
4190,52.5,'2023-02-02 18:30:11.524621'
4202,39.5,'2023-02-02 14:00:11.524621'
4204,32.0,'2023-02-02 15:00:11.524621'
4209,54.5,'2023-02-02 20:30:11.524621'
4228,34.0,'2023-02-02 17:00:11.524621'
4231,38.0,'2023-02-02 12:00:11.524621'
4232,52.0,'2023-02-02 16:30:11.524621'
4244,39.5,'2023-02-02 15:00:11.524621'
4251,47.0,'2023-02-03 20:30:11.524621'
4259,47.0,'2023-02-03 15:30:11.524621'
4268,50.0,'2023-02-03 16:00:11.524621'
4271,64.0,'2023-02-03 15:30:11.524621'
4279,62.0,'2023-02-03 20:30:11.524621'
4293,65.0,'2023-02-03 15:30:11.524621'
4295,60.5,'2023-02-03 19:30:11.524621'
4302,57.0,'2023-02-03 17:30:11.524621'
4308,55.0,'2023-02-04 17:00:11.524621'
4330,67.5,'2023-02-04 17:00:11.524621'
4345,49.0,'2023-02-04 19:00:11.524621'
4353,49.0,'2023-02-04 13:30:11.524621'
4355,52.0,'2023-02-04 15:00:11.524621'
4363,50.0,'2023-02-04 16:30:11.524621'
4364,57.5,'2023-02-04 13:00:11.524621'
4365,47.0,'2023-02-05 13:00:11.524621'
4366,64.5,'2023-02-05 15:00:11.524621'
4375,63.0,'2023-02-05 21:00:11.524621'
4385,62.0,'2023-02-05 21:00:11.524621'
4386,65.0,'2023-02-05 13:30:11.524621'
4392,46.0,'2023-02-05 14:30:11.524621'
4396,65.0,'2023-02-05 22:00:11.524621'
4399,62.0,'2023-02-05 21:30:11.524621'
4401,63.0,'2023-02-05 20:00:11.524621'
4404,49.5,'2023-02-05 12:00:11.524621'
4410,53.0,'2023-02-05 16:00:11.524621'
4411,64.5,'2023-02-05 15:00:11.524621'
4421,62.0,'2023-02-05 15:30:11.524621'
4425,63.0,'2023-02-06 21:00:11.524621'
4442,59.0,'2023-02-06 21:00:11.524621'
4447,65.0,'2023-02-06 19:30:11.524621'
4448,58.0,'2023-02-06 20:00:11.524621'
4449,55.0,'2023-02-06 21:30:11.524621'
4467,64.5,'2023-02-06 20:30:11.524621'
4473,47.5,'2023-02-06 15:00:11.524621'
4478,71.0,'2023-02-06 22:00:11.524621'
4483,50.0,'2023-02-06 19:00:11.524621'
4488,50.0,'2023-02-06 17:30:11.524621'
4489,49.5,'2023-02-06 19:00:11.524621'
4504,36.5,'2023-02-07 13:00:11.524621'
4507,57.5,'2023-02-07 13:00:11.524621'
4510,50.5,'2023-02-07 22:30:11.524621'
4512,35.5,'2023-02-07 11:30:11.524621'
4518,38.5,'2023-02-07 22:30:11.524621'
4521,39.5,'2023-02-07 16:30:11.524621'
4522,37.5,'2023-02-07 22:30:11.524621'
4523,47.5,'2023-02-07 14:30:11.524621'
4534,49.0,'2023-02-07 18:30:11.524621'
4535,48.0,'2023-02-07 22:30:11.524621'
4539,37.0,'2023-02-07 15:30:11.524621'
4540,47.0,'2023-02-07 17:00:11.524621'
4552,51.0,'2023-02-07 21:00:11.524621'
4558,51.0,'2023-02-07 22:30:11.524621'
4562,48.0,'2023-02-07 22:30:11.524621'
4567,63.0,'2023-02-08 13:00:11.524621'
4569,54.5,'2023-02-08 11:00:11.524621'
4573,53.0,'2023-02-08 17:30:11.524621'
4585,49.5,'2023-02-08 19:00:11.524621'
4587,49.5,'2023-02-08 16:00:11.524621'
4592,54.5,'2023-02-08 20:00:11.524621'
4597,67.0,'2023-02-08 18:00:11.524621'
4602,47.5,'2023-02-08 18:00:11.524621'
4606,49.0,'2023-02-08 12:00:11.524621'
4610,54.0,'2023-02-08 13:30:11.524621'
4611,58.5,'2023-02-08 22:30:11.524621'
4615,64.5,'2023-02-08 19:00:11.524621'
4617,50.5,'2023-02-08 21:00:11.524621'
4619,65.5,'2023-02-08 11:00:11.524621'
4628,63.0,'2023-02-08 15:00:11.524621'
4635,52.5,'2023-02-09 20:30:11.524621'
4637,67.0,'2023-02-09 19:00:11.524621'
4649,66.5,'2023-02-09 20:30:11.524621'
4653,65.0,'2023-02-09 20:30:11.524621'
4658,60.5,'2023-02-09 14:30:11.524621'
4659,55.0,'2023-02-09 20:00:11.524621'
4665,47.5,'2023-02-09 18:00:11.524621'
4673,62.0,'2023-02-09 16:30:11.524621'
4678,57.5,'2023-02-09 17:30:11.524621'
4679,49.5,'2023-02-09 17:00:11.524621'
4685,64.5,'2023-02-09 21:30:11.524621'
4707,51.0,'2023-02-10 19:30:11.524621'
4708,56.0,'2023-02-10 20:30:11.524621'
4713,65.5,'2023-02-10 15:00:11.524621'
4717,47.0,'2023-02-10 13:00:11.524621'
4718,45.0,'2023-02-10 19:00:11.524621'
4719,65.5,'2023-02-10 14:30:11.524621'
4726,63.5,'2023-02-10 19:30:11.524621'
4739,62.5,'2023-02-10 11:30:11.524621'
4741,64.5,'2023-02-10 15:30:11.524621'
4743,60.0,'2023-02-10 18:30:11.524621'
4753,47.5,'2023-02-11 15:00:11.524621'
4768,39.5,'2023-02-11 19:00:11.524621'
4775,46.0,'2023-02-11 14:00:11.524621'
4778,52.0,'2023-02-11 18:30:11.524621'
4802,52.5,'2023-02-11 18:00:11.524621'
4805,38.0,'2023-02-11 16:30:11.524621'
4807,39.0,'2023-02-11 19:30:11.524621'
4810,37.0,'2023-02-11 15:30:11.524621'
4822,62.5,'2023-02-12 13:00:11.524621'
4837,45.5,'2023-02-12 12:30:11.540234'
4851,48.0,'2023-02-12 21:30:11.540234'
4855,54.0,'2023-02-12 13:00:11.540234'
4857,48.0,'2023-02-12 12:30:11.540234'
4861,62.0,'2023-02-12 18:30:11.540234'
4868,50.5,'2023-02-12 16:00:11.540234'
4872,54.0,'2023-02-12 16:30:11.540234'
4874,58.0,'2023-02-12 14:00:11.540234'
4875,63.0,'2023-02-12 21:30:11.540234'
4883,54.0,'2023-02-13 21:00:11.540234'
4885,53.0,'2023-02-13 19:30:11.540234'
4893,40.5,'2023-02-13 20:00:11.540234'
4897,37.0,'2023-02-13 21:30:11.540234'
4899,40.5,'2023-02-13 20:00:11.540234'
4911,37.0,'2023-02-13 20:00:11.540234'
4912,53.0,'2023-02-13 12:30:11.540234'
4917,52.0,'2023-02-13 21:30:11.540234'
4922,50.0,'2023-02-13 18:00:11.540234'
4927,42.5,'2023-02-13 18:30:11.540234'
4934,57.0,'2023-02-13 20:30:11.540234'
4936,55.5,'2023-02-13 20:00:11.540234'
4938,38.0,'2023-02-13 17:00:11.540234'
4942,47.5,'2023-02-13 12:30:11.540234'
4945,52.5,'2023-02-13 20:00:11.540234'
4958,62.0,'2023-02-14 22:30:11.540234'
4959,52.0,'2023-02-14 12:00:11.540234'
4962,58.0,'2023-02-14 19:30:11.540234'
4963,67.0,'2023-02-14 17:30:11.540234'
4965,49.5,'2023-02-14 22:00:11.540234'
4967,57.5,'2023-02-14 22:00:11.540234'
4973,52.5,'2023-02-14 15:00:11.540234'
4974,65.0,'2023-02-14 17:30:11.540234'
4983,53.0,'2023-02-14 16:00:11.540234'
4984,52.5,'2023-02-14 15:00:11.540234'
4988,52.5,'2023-02-14 12:00:11.540234'
5004,62.0,'2023-02-14 22:00:11.540234'
5024,34.0,'2023-02-15 12:00:11.540234'
5029,54.5,'2023-02-15 14:30:11.540234'
5037,35.5,'2023-02-15 12:00:11.540234'
5039,51.0,'2023-02-15 20:00:11.540234'
5040,37.5,'2023-02-15 17:30:11.540234'
5042,45.0,'2023-02-15 17:30:11.540234'
5049,30.0,'2023-02-15 22:00:11.540234'
5052,43.0,'2023-02-15 19:30:11.540234'
5070,39.5,'2023-02-15 19:30:11.540234'
5072,48.0,'2023-02-15 19:00:11.540234'
5083,40.0,'2023-02-16 22:00:11.540234'
5087,53.0,'2023-02-16 19:00:11.540234'
5089,37.0,'2023-02-16 20:30:11.540234'
5093,48.5,'2023-02-16 11:00:11.540234'
5099,47.5,'2023-02-16 16:30:11.540234'
5108,45.5,'2023-02-16 17:00:11.540234'
5112,51.0,'2023-02-16 16:00:11.540234'
5116,37.5,'2023-02-16 20:30:11.540234'
5117,39.5,'2023-02-16 12:00:11.540234'
5127,52.5,'2023-02-16 16:30:11.540234'
5136,64.5,'2023-02-17 14:00:11.540234'
5141,52.0,'2023-02-17 11:30:11.540234'
5142,49.5,'2023-02-17 12:30:11.540234'
5143,57.0,'2023-02-17 15:00:11.540234'
5151,53.5,'2023-02-17 16:00:11.540234'
5166,67.5,'2023-02-17 11:00:11.540234'
5167,40.0,'2023-02-17 17:30:11.540234'
5182,45.0,'2023-02-17 20:30:11.540234'
5185,54.5,'2023-02-17 14:30:11.540234'
5208,46.0,'2023-02-18 18:30:11.540234'
5211,64.5,'2023-02-18 14:00:11.540234'
5216,43.0,'2023-02-18 17:30:11.540234'
5222,50.0,'2023-02-18 19:30:11.540234'
5225,62.0,'2023-02-18 19:00:11.540234'
5226,43.0,'2023-02-18 15:00:11.540234'
5227,61.0,'2023-02-18 19:00:11.540234'
5244,62.5,'2023-02-18 15:00:11.540234'
5253,62.5,'2023-02-18 15:00:11.540234'
5254,59.5,'2023-02-18 17:00:11.540234'
5262,37.5,'2023-02-19 19:30:11.540234'
5272,47.0,'2023-02-19 20:00:11.540234'
5274,45.0,'2023-02-19 15:30:11.540234'
5276,49.5,'2023-02-19 16:00:11.540234'
5280,34.5,'2023-02-19 20:00:11.540234'
5284,49.5,'2023-02-19 20:00:11.540234'
5290,35.0,'2023-02-19 22:00:11.540234'
5296,36.0,'2023-02-19 21:30:11.540234'
5305,39.0,'2023-02-19 15:30:11.540234'
5322,60.5,'2023-02-20 20:00:11.540234'
5333,49.0,'2023-02-20 20:30:11.540234'
5338,48.5,'2023-02-20 21:30:11.540234'
5341,60.0,'2023-02-20 15:00:11.540234'
5343,64.0,'2023-02-20 19:30:11.540234'
5350,50.5,'2023-02-20 21:30:11.540234'
5353,62.0,'2023-02-20 21:30:11.540234'
5365,61.5,'2023-02-20 20:00:11.540234'
5377,67.0,'2023-02-20 16:30:11.540234'
5380,67.5,'2023-02-20 19:30:11.540234'
5390,32.0,'2023-02-21 12:30:11.540234'
5400,32.5,'2023-02-21 16:00:11.540234'
5413,34.5,'2023-02-21 11:00:11.540234'
5423,55.0,'2023-02-21 21:30:11.540234'
5426,40.0,'2023-02-21 22:30:11.540234'
5431,37.5,'2023-02-21 15:30:11.540234'
5434,37.0,'2023-02-21 12:00:11.540234'
5441,36.0,'2023-02-22 13:00:11.540234'
5446,42.0,'2023-02-22 19:30:11.540234'
5449,40.5,'2023-02-22 12:30:11.540234'
5452,47.5,'2023-02-22 22:30:11.540234'
5456,53.0,'2023-02-22 21:00:11.540234'
5465,35.0,'2023-02-22 11:30:11.540234'
5466,34.5,'2023-02-22 18:00:11.540234'
5467,47.0,'2023-02-22 12:00:11.540234'
5496,46.5,'2023-02-22 17:30:11.540234'
5497,37.5,'2023-02-22 20:00:11.540234'
5499,38.0,'2023-02-22 11:00:11.540234'
5504,57.0,'2023-02-23 20:00:11.540234'
5507,67.5,'2023-02-23 15:00:11.540234'
5511,49.0,'2023-02-23 19:00:11.540234'
5516,52.5,'2023-02-23 11:30:11.540234'
5526,55.0,'2023-02-23 20:00:11.540234'
5529,62.0,'2023-02-23 13:30:11.540234'
5540,47.5,'2023-02-23 14:30:11.540234'
5545,50.5,'2023-02-23 15:00:11.540234'
5546,60.0,'2023-02-23 16:30:11.540234'
5548,65.5,'2023-02-23 18:00:11.540234'
5550,60.0,'2023-02-23 20:00:11.540234'
5574,59.0,'2023-02-24 17:00:11.540234'
5576,48.0,'2023-02-24 14:30:11.540234'
5584,50.5,'2023-02-24 12:00:11.540234'
5590,50.0,'2023-02-24 19:30:11.540234'
5591,63.0,'2023-02-24 12:30:11.540234'
5601,56.0,'2023-02-24 15:00:11.540234'
5605,59.0,'2023-02-24 20:00:11.540234'
5607,49.5,'2023-02-24 14:00:11.540234'
5612,52.5,'2023-02-24 15:00:11.540234'
5614,49.0,'2023-02-24 15:30:11.540234'
5620,47.0,'2023-02-24 12:30:11.540234'
5624,64.0,'2023-02-24 12:00:11.540234'
5632,65.5,'2023-02-25 22:00:11.540234'
5633,67.0,'2023-02-25 19:30:11.555861'
5637,57.5,'2023-02-25 19:00:11.555861'
5639,50.5,'2023-02-25 14:30:11.555861'
5664,45.0,'2023-02-25 13:00:11.555861'
5671,72.5,'2023-02-25 18:30:11.555861'
5678,62.0,'2023-02-25 17:00:11.555861'
5685,62.0,'2023-02-25 18:00:11.557158'
5691,50.5,'2023-02-25 21:00:11.557158'
5695,48.0,'2023-02-26 16:00:11.557158'
5706,34.0,'2023-02-26 19:00:11.557158'
5707,48.5,'2023-02-26 19:30:11.557158'
5714,40.5,'2023-02-26 16:00:11.557158'
5720,52.5,'2023-02-26 16:30:11.557158'
5732,35.0,'2023-02-26 13:00:11.557158'
5740,55.0,'2023-02-26 20:30:11.557158'
5741,37.5,'2023-02-26 20:00:11.557158'
5754,41.0,'2023-02-26 11:30:11.557158'
5755,47.0,'2023-02-26 21:00:11.557158'
5760,36.5,'2023-02-26 14:00:11.557158'
5763,45.0,'2023-02-27 18:00:11.557158'
5773,40.0,'2023-02-27 20:30:11.557158'
5777,37.5,'2023-02-27 20:30:11.557158'
5779,50.5,'2023-02-27 14:30:11.557158'
5782,44.0,'2023-02-27 15:30:11.557158'
5788,42.5,'2023-02-27 20:00:11.557158'
5799,34.5,'2023-02-27 21:00:11.557158'
5806,37.5,'2023-02-27 19:00:11.557158'
5808,37.5,'2023-02-27 18:00:11.557158'
5837,52.5,'2023-02-28 15:30:11.557158'
5842,50.5,'2023-02-28 22:00:11.557158'
5844,66.0,'2023-02-28 13:30:11.557158'
5854,66.0,'2023-02-28 12:00:11.557158'
5855,47.5,'2023-02-28 22:30:11.557158'
5856,64.5,'2023-02-28 14:30:11.557158'
5859,66.0,'2023-02-28 21:30:11.557158'
5860,52.5,'2023-02-28 11:30:11.557158'
5876,49.5,'2023-02-28 13:00:11.557158'
5878,52.0,'2023-03-01 15:30:11.557158'
5882,44.5,'2023-03-01 15:00:11.557158'
5884,34.5,'2023-03-01 17:30:11.557158'
5888,37.5,'2023-03-01 17:00:11.557158'
5899,40.0,'2023-03-01 19:30:11.557158'
5907,40.0,'2023-03-01 21:30:11.557158'
5911,34.5,'2023-03-01 22:00:11.557158'
5922,37.5,'2023-03-01 16:00:11.557158'
5928,53.5,'2023-03-01 20:30:11.557158'
5939,37.0,'2023-03-01 12:00:11.557158'
5940,50.0,'2023-03-02 17:30:11.557158'
5943,53.0,'2023-03-02 11:30:11.557158'
5950,38.0,'2023-03-02 15:00:11.557158'
5973,35.0,'2023-03-02 11:30:11.557158'
5976,52.5,'2023-03-02 14:30:11.557158'
5989,37.5,'2023-03-02 15:30:11.557158'
5990,35.0,'2023-03-02 19:00:11.557158'
5997,38.5,'2023-03-03 12:00:11.557158'
6002,50.5,'2023-03-03 13:30:11.557158'
6007,45.0,'2023-03-03 11:00:11.557158'
6018,38.0,'2023-03-03 16:00:11.557158'
6023,53.0,'2023-03-03 16:30:11.557158'
6024,35.0,'2023-03-03 13:30:11.557158'
6032,40.0,'2023-03-03 14:30:11.557158'
6046,58.0,'2023-03-03 14:00:11.557158'
6057,65.0,'2023-03-04 20:30:11.557158'
6068,57.0,'2023-03-04 11:00:11.557158'
6073,47.0,'2023-03-04 14:30:11.557158'
6079,60.5,'2023-03-04 17:00:11.557158'
6089,52.5,'2023-03-04 13:30:11.557158'
6093,57.5,'2023-03-04 17:30:11.557158'
6099,50.0,'2023-03-04 12:00:11.557158'
6101,52.0,'2023-03-04 22:00:11.557158'
6109,63.5,'2023-03-04 19:00:11.557158'
6115,32.0,'2023-03-05 20:00:11.557158'
6118,50.0,'2023-03-05 19:00:11.557158'
6128,50.0,'2023-03-05 19:30:11.557158'
6132,47.0,'2023-03-05 20:00:11.557158'
